ano,codigo_provincia,provincia,codigo_canton,canton,sector,valor
2023,17.0,PICHINCHA,1707.0,San Miguel De Los Bancos,Salud,93680.0
2023,17.0,PICHINCHA,1707.0,San Miguel De Los Bancos,Otros servicios,304470.0
2023,17.0,PICHINCHA,1707.0,San Miguel De Los Bancos,ECONOMÍA TOTAL,38814480.0
2023,17.0,PICHINCHA,1708.0,Pedro Vicente Maldonado,"Agricultura, ganadería, silvicultura y pesca",5812610.0
2023,17.0,PICHINCHA,1708.0,Pedro Vicente Maldonado,Explotación de minas y canteras,0.0
2023,17.0,PICHINCHA,1708.0,Pedro Vicente Maldonado,Manufactura,385190.0
2023,17.0,PICHINCHA,1708.0,Pedro Vicente Maldonado,Suministro de electricidad y de agua,732530.0
2023,17.0,PICHINCHA,1708.0,Pedro Vicente Maldonado,Construcción,4165220.0000000005
2023,17.0,PICHINCHA,1708.0,Pedro Vicente Maldonado,Comercio,10640700.0
2023,17.0,PICHINCHA,1708.0,Pedro Vicente Maldonado,"Transporte, información y comunicaciones",1273380.0
2023,17.0,PICHINCHA,1708.0,Pedro Vicente Maldonado,Alojamiento y servicios de comida,674820.0
2023,17.0,PICHINCHA,1708.0,Pedro Vicente Maldonado,Actividades financieras,2466530.0
2023,17.0,PICHINCHA,1708.0,Pedro Vicente Maldonado,Actividades profesionales e inmobiliarias,2410690.0
2023,17.0,PICHINCHA,1708.0,Pedro Vicente Maldonado,Administración pública,9799000.0
2023,17.0,PICHINCHA,1708.0,Pedro Vicente Maldonado,Enseñanza,23174850.0
2023,17.0,PICHINCHA,1708.0,Pedro Vicente Maldonado,Salud,1139400.0
2023,17.0,PICHINCHA,1708.0,Pedro Vicente Maldonado,Otros servicios,424410.0
2023,17.0,PICHINCHA,1708.0,Pedro Vicente Maldonado,ECONOMÍA TOTAL,63099330.0
2023,17.0,PICHINCHA,1709.0,Puerto Quito,"Agricultura, ganadería, silvicultura y pesca",15146920.0
2023,17.0,PICHINCHA,1709.0,Puerto Quito,Explotación de minas y canteras,0.0
2023,17.0,PICHINCHA,1709.0,Puerto Quito,Manufactura,6724750.0
2023,17.0,PICHINCHA,1709.0,Puerto Quito,Suministro de electricidad y de agua,1195130.0
2023,17.0,PICHINCHA,1709.0,Puerto Quito,Construcción,1607940.0
2023,17.0,PICHINCHA,1709.0,Puerto Quito,Comercio,6752870.0
2023,17.0,PICHINCHA,1709.0,Puerto Quito,"Transporte, información y comunicaciones",1045170.0000000001
2023,17.0,PICHINCHA,1709.0,Puerto Quito,Alojamiento y servicios de comida,456250.0
2023,17.0,PICHINCHA,1709.0,Puerto Quito,Actividades financieras,1199310.0
2023,17.0,PICHINCHA,1709.0,Puerto Quito,Actividades profesionales e inmobiliarias,1153120.0
2023,17.0,PICHINCHA,1709.0,Puerto Quito,Administración pública,11223410.0
2023,17.0,PICHINCHA,1709.0,Puerto Quito,Enseñanza,5051310.0
2023,17.0,PICHINCHA,1709.0,Puerto Quito,Salud,24770.0
2023,17.0,PICHINCHA,1709.0,Puerto Quito,Otros servicios,215970.0
2023,17.0,PICHINCHA,1709.0,Puerto Quito,ECONOMÍA TOTAL,51796920.0
2023,18.0,TUNGURAHUA,1801.0,Ambato,"Agricultura, ganadería, silvicultura y pesca",171314450.0
2023,18.0,TUNGURAHUA,1801.0,Ambato,Explotación de minas y canteras,679390.0
2023,18.0,TUNGURAHUA,1801.0,Ambato,Manufactura,278592490.0
2023,18.0,TUNGURAHUA,1801.0,Ambato,Suministro de electricidad y de agua,23226220.0
2023,18.0,TUNGURAHUA,1801.0,Ambato,Construcción,144999490.0
2023,18.0,TUNGURAHUA,1801.0,Ambato,Comercio,450162010.0
2023,18.0,TUNGURAHUA,1801.0,Ambato,"Transporte, información y comunicaciones",71443910.0
2023,18.0,TUNGURAHUA,1801.0,Ambato,Alojamiento y servicios de comida,27749600.0
2023,18.0,TUNGURAHUA,1801.0,Ambato,Actividades financieras,207418170.0
2023,18.0,TUNGURAHUA,1801.0,Ambato,Actividades profesionales e inmobiliarias,220563050.0
2023,18.0,TUNGURAHUA,1801.0,Ambato,Administración pública,215242800.0
2023,18.0,TUNGURAHUA,1801.0,Ambato,Enseñanza,195373300.0
2023,18.0,TUNGURAHUA,1801.0,Ambato,Salud,74883940.0
2023,18.0,TUNGURAHUA,1801.0,Ambato,Otros servicios,48996460.0
2023,18.0,TUNGURAHUA,1801.0,Ambato,ECONOMÍA TOTAL,2130645279.9999998
2023,18.0,TUNGURAHUA,1802.0,Baños,"Agricultura, ganadería, silvicultura y pesca",18218790.0
2023,18.0,TUNGURAHUA,1802.0,Baños,Explotación de minas y canteras,33820.0
2023,18.0,TUNGURAHUA,1802.0,Baños,Manufactura,41233020.0
2023,18.0,TUNGURAHUA,1802.0,Baños,Suministro de electricidad y de agua,37692340.0
2023,18.0,TUNGURAHUA,1802.0,Baños,Construcción,4422300.0
2023,18.0,TUNGURAHUA,1802.0,Baños,Comercio,8358590.0
2023,18.0,TUNGURAHUA,1802.0,Baños,"Transporte, información y comunicaciones",6897560.0
2023,18.0,TUNGURAHUA,1802.0,Baños,Alojamiento y servicios de comida,7340790.0
2023,18.0,TUNGURAHUA,1802.0,Baños,Actividades financieras,4487360.0
2023,18.0,TUNGURAHUA,1802.0,Baños,Actividades profesionales e inmobiliarias,6000390.0
2023,18.0,TUNGURAHUA,1802.0,Baños,Administración pública,25162750.0
2023,18.0,TUNGURAHUA,1802.0,Baños,Enseñanza,4024940.0
2023,18.0,TUNGURAHUA,1802.0,Baños,Salud,1301720.0
2023,18.0,TUNGURAHUA,1802.0,Baños,Otros servicios,1932390.0
2023,18.0,TUNGURAHUA,1802.0,Baños,ECONOMÍA TOTAL,167106760.0
2023,18.0,TUNGURAHUA,1803.0,Cevallos,"Agricultura, ganadería, silvicultura y pesca",3166380.0
2023,18.0,TUNGURAHUA,1803.0,Cevallos,Explotación de minas y canteras,0.0
2023,18.0,TUNGURAHUA,1803.0,Cevallos,Manufactura,2492570.0
2023,18.0,TUNGURAHUA,1803.0,Cevallos,Suministro de electricidad y de agua,376990.0
2023,18.0,TUNGURAHUA,1803.0,Cevallos,Construcción,951990.0
2023,18.0,TUNGURAHUA,1803.0,Cevallos,Comercio,7278020.0
2023,18.0,TUNGURAHUA,1803.0,Cevallos,"Transporte, información y comunicaciones",2375920.0
2023,18.0,TUNGURAHUA,1803.0,Cevallos,Alojamiento y servicios de comida,356540.0
2023,18.0,TUNGURAHUA,1803.0,Cevallos,Actividades financieras,2126410.0
2023,18.0,TUNGURAHUA,1803.0,Cevallos,Actividades profesionales e inmobiliarias,1607860.0
2023,18.0,TUNGURAHUA,1803.0,Cevallos,Administración pública,5222380.0
2023,18.0,TUNGURAHUA,1803.0,Cevallos,Enseñanza,2204850.0
2023,18.0,TUNGURAHUA,1803.0,Cevallos,Salud,350170.0
2023,18.0,TUNGURAHUA,1803.0,Cevallos,Otros servicios,437190.0
2023,18.0,TUNGURAHUA,1803.0,Cevallos,ECONOMÍA TOTAL,28947270.0
2023,18.0,TUNGURAHUA,1804.0,Mocha,"Agricultura, ganadería, silvicultura y pesca",1802870.0
2023,18.0,TUNGURAHUA,1804.0,Mocha,Explotación de minas y canteras,0.0
2023,18.0,TUNGURAHUA,1804.0,Mocha,Manufactura,563220.0
2023,18.0,TUNGURAHUA,1804.0,Mocha,Suministro de electricidad y de agua,345790.0
2023,18.0,TUNGURAHUA,1804.0,Mocha,Construcción,248520.0
2023,18.0,TUNGURAHUA,1804.0,Mocha,Comercio,3169890.0
2023,18.0,TUNGURAHUA,1804.0,Mocha,"Transporte, información y comunicaciones",1211470.0
2023,18.0,TUNGURAHUA,1804.0,Mocha,Alojamiento y servicios de comida,277350.0
2023,18.0,TUNGURAHUA,1804.0,Mocha,Actividades financieras,471120.0
2023,18.0,TUNGURAHUA,1804.0,Mocha,Actividades profesionales e inmobiliarias,289960.0
2023,18.0,TUNGURAHUA,1804.0,Mocha,Administración pública,4925560.0
2023,18.0,TUNGURAHUA,1804.0,Mocha,Enseñanza,1054540.0
2023,18.0,TUNGURAHUA,1804.0,Mocha,Salud,26440.0
2023,18.0,TUNGURAHUA,1804.0,Mocha,Otros servicios,64480.00000000001
2023,18.0,TUNGURAHUA,1804.0,Mocha,ECONOMÍA TOTAL,14451210.0
2023,18.0,TUNGURAHUA,1805.0,Patate,"Agricultura, ganadería, silvicultura y pesca",14440780.0
2023,18.0,TUNGURAHUA,1805.0,Patate,Explotación de minas y canteras,0.0
2023,18.0,TUNGURAHUA,1805.0,Patate,Manufactura,1372450.0
2023,18.0,TUNGURAHUA,1805.0,Patate,Suministro de electricidad y de agua,399030.0
2023,18.0,TUNGURAHUA,1805.0,Patate,Construcción,1011910.0
2023,18.0,TUNGURAHUA,1805.0,Patate,Comercio,2690450.0
2023,18.0,TUNGURAHUA,1805.0,Patate,"Transporte, información y comunicaciones",673720.0
2023,18.0,TUNGURAHUA,1805.0,Patate,Alojamiento y servicios de comida,334750.0
2023,18.0,TUNGURAHUA,1805.0,Patate,Actividades financieras,1577260.0
2023,18.0,TUNGURAHUA,1805.0,Patate,Actividades profesionales e inmobiliarias,2096830.0
2023,18.0,TUNGURAHUA,1805.0,Patate,Administración pública,8276240.0
2023,18.0,TUNGURAHUA,1805.0,Patate,Enseñanza,2033330.0
2023,18.0,TUNGURAHUA,1805.0,Patate,Salud,333920.0
2023,18.0,TUNGURAHUA,1805.0,Patate,Otros servicios,808060.0
2023,18.0,TUNGURAHUA,1805.0,Patate,ECONOMÍA TOTAL,36048730.0
2023,18.0,TUNGURAHUA,1806.0,Quero,"Agricultura, ganadería, silvicultura y pesca",13052630.0
2023,18.0,TUNGURAHUA,1806.0,Quero,Explotación de minas y canteras,0.0
2023,18.0,TUNGURAHUA,1806.0,Quero,Manufactura,647650.0
2023,18.0,TUNGURAHUA,1806.0,Quero,Suministro de electricidad y de agua,391260.0
2023,18.0,TUNGURAHUA,1806.0,Quero,Construcción,244260.0
2023,18.0,TUNGURAHUA,1806.0,Quero,Comercio,4212520.0
2023,18.0,TUNGURAHUA,1806.0,Quero,"Transporte, información y comunicaciones",2795340.0
2023,18.0,TUNGURAHUA,1806.0,Quero,Alojamiento y servicios de comida,220580.0
2023,18.0,TUNGURAHUA,1806.0,Quero,Actividades financieras,1584430.0
2023,18.0,TUNGURAHUA,1806.0,Quero,Actividades profesionales e inmobiliarias,2799320.0
2023,18.0,TUNGURAHUA,1806.0,Quero,Administración pública,8448900.0
2023,18.0,TUNGURAHUA,1806.0,Quero,Enseñanza,2858430.0
2023,18.0,TUNGURAHUA,1806.0,Quero,Salud,243030.0
2023,18.0,TUNGURAHUA,1806.0,Quero,Otros servicios,335540.0
2023,18.0,TUNGURAHUA,1806.0,Quero,ECONOMÍA TOTAL,37833890.0
2023,18.0,TUNGURAHUA,1807.0,San Pedro De Pelileo,"Agricultura, ganadería, silvicultura y pesca",27094070.0
2023,18.0,TUNGURAHUA,1807.0,San Pedro De Pelileo,Explotación de minas y canteras,59850.0
2023,18.0,TUNGURAHUA,1807.0,San Pedro De Pelileo,Manufactura,56290060.0
2023,18.0,TUNGURAHUA,1807.0,San Pedro De Pelileo,Suministro de electricidad y de agua,2727000.0
2023,18.0,TUNGURAHUA,1807.0,San Pedro De Pelileo,Construcción,15760000.0
2023,18.0,TUNGURAHUA,1807.0,San Pedro De Pelileo,Comercio,38272960.0
2023,18.0,TUNGURAHUA,1807.0,San Pedro De Pelileo,"Transporte, información y comunicaciones",5616270.0
2023,18.0,TUNGURAHUA,1807.0,San Pedro De Pelileo,Alojamiento y servicios de comida,463800.0
2023,18.0,TUNGURAHUA,1807.0,San Pedro De Pelileo,Actividades financieras,7902110.0
2023,18.0,TUNGURAHUA,1807.0,San Pedro De Pelileo,Actividades profesionales e inmobiliarias,7915060.0
2023,18.0,TUNGURAHUA,1807.0,San Pedro De Pelileo,Administración pública,25212230.0
2023,18.0,TUNGURAHUA,1807.0,San Pedro De Pelileo,Enseñanza,11968580.0
2023,18.0,TUNGURAHUA,1807.0,San Pedro De Pelileo,Salud,3768190.0
2023,18.0,TUNGURAHUA,1807.0,San Pedro De Pelileo,Otros servicios,4535430.0
2023,18.0,TUNGURAHUA,1807.0,San Pedro De Pelileo,ECONOMÍA TOTAL,207585610.0
2023,18.0,TUNGURAHUA,1808.0,Santiago De Píllaro,"Agricultura, ganadería, silvicultura y pesca",11240980.0
2023,18.0,TUNGURAHUA,1808.0,Santiago De Píllaro,Explotación de minas y canteras,15820.0
2023,18.0,TUNGURAHUA,1808.0,Santiago De Píllaro,Manufactura,5185870.0
2023,18.0,TUNGURAHUA,1808.0,Santiago De Píllaro,Suministro de electricidad y de agua,4728950.0
2023,18.0,TUNGURAHUA,1808.0,Santiago De Píllaro,Construcción,3397750.0
2023,18.0,TUNGURAHUA,1808.0,Santiago De Píllaro,Comercio,10674990.0
2023,18.0,TUNGURAHUA,1808.0,Santiago De Píllaro,"Transporte, información y comunicaciones",2673570.0
2023,18.0,TUNGURAHUA,1808.0,Santiago De Píllaro,Alojamiento y servicios de comida,528230.0
2023,18.0,TUNGURAHUA,1808.0,Santiago De Píllaro,Actividades financieras,6945100.0
2023,18.0,TUNGURAHUA,1808.0,Santiago De Píllaro,Actividades profesionales e inmobiliarias,6067220.0
2023,18.0,TUNGURAHUA,1808.0,Santiago De Píllaro,Administración pública,22100450.0
2023,18.0,TUNGURAHUA,1808.0,Santiago De Píllaro,Enseñanza,6973880.0
2023,18.0,TUNGURAHUA,1808.0,Santiago De Píllaro,Salud,994900.0
2023,18.0,TUNGURAHUA,1808.0,Santiago De Píllaro,Otros servicios,1009470.0
2023,18.0,TUNGURAHUA,1808.0,Santiago De Píllaro,ECONOMÍA TOTAL,82537180.0
2023,18.0,TUNGURAHUA,1809.0,Tisaleo,"Agricultura, ganadería, silvicultura y pesca",20333880.0
2023,18.0,TUNGURAHUA,1809.0,Tisaleo,Explotación de minas y canteras,0.0
2023,18.0,TUNGURAHUA,1809.0,Tisaleo,Manufactura,1697670.0
2023,18.0,TUNGURAHUA,1809.0,Tisaleo,Suministro de electricidad y de agua,427030.0
2023,18.0,TUNGURAHUA,1809.0,Tisaleo,Construcción,4707650.0
2023,18.0,TUNGURAHUA,1809.0,Tisaleo,Comercio,5387740.0
2023,18.0,TUNGURAHUA,1809.0,Tisaleo,"Transporte, información y comunicaciones",1634350.0
2023,18.0,TUNGURAHUA,1809.0,Tisaleo,Alojamiento y servicios de comida,51190.0
2023,18.0,TUNGURAHUA,1809.0,Tisaleo,Actividades financieras,1063130.0
2023,18.0,TUNGURAHUA,1809.0,Tisaleo,Actividades profesionales e inmobiliarias,1570850.0
2023,18.0,TUNGURAHUA,1809.0,Tisaleo,Administración pública,9160800.0
2023,18.0,TUNGURAHUA,1809.0,Tisaleo,Enseñanza,1274930.0
2023,18.0,TUNGURAHUA,1809.0,Tisaleo,Salud,89350.0
2023,18.0,TUNGURAHUA,1809.0,Tisaleo,Otros servicios,335540.0
2023,18.0,TUNGURAHUA,1809.0,Tisaleo,ECONOMÍA TOTAL,47734110.0
2023,19.0,ZAMORA CHINCHIPE,1901.0,Zamora,"Agricultura, ganadería, silvicultura y pesca",2514610.0
2023,19.0,ZAMORA CHINCHIPE,1901.0,Zamora,Explotación de minas y canteras,6015800.0
2023,19.0,ZAMORA CHINCHIPE,1901.0,Zamora,Manufactura,697290.0
2023,19.0,ZAMORA CHINCHIPE,1901.0,Zamora,Suministro de electricidad y de agua,13156000.0
2023,19.0,ZAMORA CHINCHIPE,1901.0,Zamora,Construcción,9610100.0
2023,19.0,ZAMORA CHINCHIPE,1901.0,Zamora,Comercio,11459670.0
2023,19.0,ZAMORA CHINCHIPE,1901.0,Zamora,"Transporte, información y comunicaciones",4679200.0
2023,19.0,ZAMORA CHINCHIPE,1901.0,Zamora,Alojamiento y servicios de comida,695280.0
2023,19.0,ZAMORA CHINCHIPE,1901.0,Zamora,Actividades financieras,6229260.0
2023,19.0,ZAMORA CHINCHIPE,1901.0,Zamora,Actividades profesionales e inmobiliarias,11968670.0
2023,19.0,ZAMORA CHINCHIPE,1901.0,Zamora,Administración pública,35118590.0
2023,19.0,ZAMORA CHINCHIPE,1901.0,Zamora,Enseñanza,7652810.0
2023,19.0,ZAMORA CHINCHIPE,1901.0,Zamora,Salud,5237520.0
2023,19.0,ZAMORA CHINCHIPE,1901.0,Zamora,Otros servicios,5638480.0
2023,19.0,ZAMORA CHINCHIPE,1901.0,Zamora,ECONOMÍA TOTAL,120673280.0
2023,19.0,ZAMORA CHINCHIPE,1902.0,Chinchipe,"Agricultura, ganadería, silvicultura y pesca",2517210.0
2023,19.0,ZAMORA CHINCHIPE,1902.0,Chinchipe,Explotación de minas y canteras,429270.0
2023,19.0,ZAMORA CHINCHIPE,1902.0,Chinchipe,Manufactura,107250.0
2023,19.0,ZAMORA CHINCHIPE,1902.0,Chinchipe,Suministro de electricidad y de agua,201540.0
2023,19.0,ZAMORA CHINCHIPE,1902.0,Chinchipe,Construcción,776500.0
2023,19.0,ZAMORA CHINCHIPE,1902.0,Chinchipe,Comercio,1395210.0
2023,19.0,ZAMORA CHINCHIPE,1902.0,Chinchipe,"Transporte, información y comunicaciones",230750.0
2023,19.0,ZAMORA CHINCHIPE,1902.0,Chinchipe,Alojamiento y servicios de comida,26300.0
2023,19.0,ZAMORA CHINCHIPE,1902.0,Chinchipe,Actividades financieras,888830.0
2023,19.0,ZAMORA CHINCHIPE,1902.0,Chinchipe,Actividades profesionales e inmobiliarias,1275050.0
2023,19.0,ZAMORA CHINCHIPE,1902.0,Chinchipe,Administración pública,12773720.0
2023,19.0,ZAMORA CHINCHIPE,1902.0,Chinchipe,Enseñanza,2319210.0
2023,19.0,ZAMORA CHINCHIPE,1902.0,Chinchipe,Salud,1133950.0
2023,19.0,ZAMORA CHINCHIPE,1902.0,Chinchipe,Otros servicios,259500.0
2023,19.0,ZAMORA CHINCHIPE,1902.0,Chinchipe,ECONOMÍA TOTAL,24334290.0
2023,19.0,ZAMORA CHINCHIPE,1903.0,Nangaritza,"Agricultura, ganadería, silvicultura y pesca",600660.0
2023,19.0,ZAMORA CHINCHIPE,1903.0,Nangaritza,Explotación de minas y canteras,2164560.0
2023,19.0,ZAMORA CHINCHIPE,1903.0,Nangaritza,Manufactura,71570.0
2023,19.0,ZAMORA CHINCHIPE,1903.0,Nangaritza,Suministro de electricidad y de agua,112470.0
2023,19.0,ZAMORA CHINCHIPE,1903.0,Nangaritza,Construcción,239300.0
2023,19.0,ZAMORA CHINCHIPE,1903.0,Nangaritza,Comercio,719810.0
2023,19.0,ZAMORA CHINCHIPE,1903.0,Nangaritza,"Transporte, información y comunicaciones",353000.0
2023,19.0,ZAMORA CHINCHIPE,1903.0,Nangaritza,Alojamiento y servicios de comida,19730.0
2023,19.0,ZAMORA CHINCHIPE,1903.0,Nangaritza,Actividades financieras,572730.0
2023,19.0,ZAMORA CHINCHIPE,1903.0,Nangaritza,Actividades profesionales e inmobiliarias,830690.0
2023,19.0,ZAMORA CHINCHIPE,1903.0,Nangaritza,Administración pública,9978050.0
2023,19.0,ZAMORA CHINCHIPE,1903.0,Nangaritza,Enseñanza,1919690.0
2023,19.0,ZAMORA CHINCHIPE,1903.0,Nangaritza,Salud,28610.0
2023,19.0,ZAMORA CHINCHIPE,1903.0,Nangaritza,Otros servicios,100590.0
2023,19.0,ZAMORA CHINCHIPE,1903.0,Nangaritza,ECONOMÍA TOTAL,17711460.0
2023,19.0,ZAMORA CHINCHIPE,1904.0,Yacuambí,"Agricultura, ganadería, silvicultura y pesca",193090.0
2023,19.0,ZAMORA CHINCHIPE,1904.0,Yacuambí,Explotación de minas y canteras,37840.0
2023,19.0,ZAMORA CHINCHIPE,1904.0,Yacuambí,Manufactura,31830.0
2023,19.0,ZAMORA CHINCHIPE,1904.0,Yacuambí,Suministro de electricidad y de agua,69710.0
2023,19.0,ZAMORA CHINCHIPE,1904.0,Yacuambí,Construcción,222860.0
2023,19.0,ZAMORA CHINCHIPE,1904.0,Yacuambí,Comercio,176770.0
2023,19.0,ZAMORA CHINCHIPE,1904.0,Yacuambí,"Transporte, información y comunicaciones",130009.99999999999
2023,19.0,ZAMORA CHINCHIPE,1904.0,Yacuambí,Alojamiento y servicios de comida,8650.0
2023,19.0,ZAMORA CHINCHIPE,1904.0,Yacuambí,Actividades financieras,388380.0
2023,19.0,ZAMORA CHINCHIPE,1904.0,Yacuambí,Actividades profesionales e inmobiliarias,583700.0
2023,19.0,ZAMORA CHINCHIPE,1904.0,Yacuambí,Administración pública,8475300.0
2023,19.0,ZAMORA CHINCHIPE,1904.0,Yacuambí,Enseñanza,1536570.0
2023,19.0,ZAMORA CHINCHIPE,1904.0,Yacuambí,Salud,13360.0
2023,19.0,ZAMORA CHINCHIPE,1904.0,Yacuambí,Otros servicios,44740.0
2023,19.0,ZAMORA CHINCHIPE,1904.0,Yacuambí,ECONOMÍA TOTAL,11912810.0
2023,19.0,ZAMORA CHINCHIPE,1905.0,Yanzatza,"Agricultura, ganadería, silvicultura y pesca",1971960.0
2023,19.0,ZAMORA CHINCHIPE,1905.0,Yanzatza,Explotación de minas y canteras,407517140.0
2023,19.0,ZAMORA CHINCHIPE,1905.0,Yanzatza,Manufactura,1215420.0
2023,19.0,ZAMORA CHINCHIPE,1905.0,Yanzatza,Suministro de electricidad y de agua,1412650.0
2023,19.0,ZAMORA CHINCHIPE,1905.0,Yanzatza,Construcción,33419250.0
2023,19.0,ZAMORA CHINCHIPE,1905.0,Yanzatza,Comercio,18554220.0
2023,19.0,ZAMORA CHINCHIPE,1905.0,Yanzatza,"Transporte, información y comunicaciones",21362540.0
2023,19.0,ZAMORA CHINCHIPE,1905.0,Yanzatza,Alojamiento y servicios de comida,1867890.0
2023,19.0,ZAMORA CHINCHIPE,1905.0,Yanzatza,Actividades financieras,4744970.0
2023,19.0,ZAMORA CHINCHIPE,1905.0,Yanzatza,Actividades profesionales e inmobiliarias,10395290.0
2023,19.0,ZAMORA CHINCHIPE,1905.0,Yanzatza,Administración pública,35200010.0
2023,19.0,ZAMORA CHINCHIPE,1905.0,Yanzatza,Enseñanza,6537450.0
2023,19.0,ZAMORA CHINCHIPE,1905.0,Yanzatza,Salud,3685200.0
2023,19.0,ZAMORA CHINCHIPE,1905.0,Yanzatza,Otros servicios,990470.0
2023,19.0,ZAMORA CHINCHIPE,1905.0,Yanzatza,ECONOMÍA TOTAL,548874460.0
2023,19.0,ZAMORA CHINCHIPE,1906.0,El Pangui,"Agricultura, ganadería, silvicultura y pesca",5026890.0
2023,19.0,ZAMORA CHINCHIPE,1906.0,El Pangui,Explotación de minas y canteras,773891320.0
2023,19.0,ZAMORA CHINCHIPE,1906.0,El Pangui,Manufactura,2029510.0
2023,19.0,ZAMORA CHINCHIPE,1906.0,El Pangui,Suministro de electricidad y de agua,31394730.0
2023,19.0,ZAMORA CHINCHIPE,1906.0,El Pangui,Construcción,6074380.0
2023,19.0,ZAMORA CHINCHIPE,1906.0,El Pangui,Comercio,8178040.0
2023,19.0,ZAMORA CHINCHIPE,1906.0,El Pangui,"Transporte, información y comunicaciones",19556610.0
2023,19.0,ZAMORA CHINCHIPE,1906.0,El Pangui,Alojamiento y servicios de comida,327560.0
2023,19.0,ZAMORA CHINCHIPE,1906.0,El Pangui,Actividades financieras,2034490.0
2023,19.0,ZAMORA CHINCHIPE,1906.0,El Pangui,Actividades profesionales e inmobiliarias,5758280.0
2023,19.0,ZAMORA CHINCHIPE,1906.0,El Pangui,Administración pública,19374390.0
2023,19.0,ZAMORA CHINCHIPE,1906.0,El Pangui,Enseñanza,3238040.0
2023,19.0,ZAMORA CHINCHIPE,1906.0,El Pangui,Salud,124530.0
2023,19.0,ZAMORA CHINCHIPE,1906.0,El Pangui,Otros servicios,470630.0
2023,19.0,ZAMORA CHINCHIPE,1906.0,El Pangui,ECONOMÍA TOTAL,877479400.0
2023,19.0,ZAMORA CHINCHIPE,1907.0,Centinela Del Cóndor,"Agricultura, ganadería, silvicultura y pesca",273410.0
2023,19.0,ZAMORA CHINCHIPE,1907.0,Centinela Del Cóndor,Explotación de minas y canteras,392780.0
2023,19.0,ZAMORA CHINCHIPE,1907.0,Centinela Del Cóndor,Manufactura,65920.0
2023,19.0,ZAMORA CHINCHIPE,1907.0,Centinela Del Cóndor,Suministro de electricidad y de agua,184550.0
2023,19.0,ZAMORA CHINCHIPE,1907.0,Centinela Del Cóndor,Construcción,482730.0
2023,19.0,ZAMORA CHINCHIPE,1907.0,Centinela Del Cóndor,Comercio,1616270.0
2023,19.0,ZAMORA CHINCHIPE,1907.0,Centinela Del Cóndor,"Transporte, información y comunicaciones",1301100.0
2023,19.0,ZAMORA CHINCHIPE,1907.0,Centinela Del Cóndor,Alojamiento y servicios de comida,54740.0
2023,19.0,ZAMORA CHINCHIPE,1907.0,Centinela Del Cóndor,Actividades financieras,978120.0
2023,19.0,ZAMORA CHINCHIPE,1907.0,Centinela Del Cóndor,Actividades profesionales e inmobiliarias,2062150.0
2023,19.0,ZAMORA CHINCHIPE,1907.0,Centinela Del Cóndor,Administración pública,9453360.0
2023,19.0,ZAMORA CHINCHIPE,1907.0,Centinela Del Cóndor,Enseñanza,1530830.0
2023,19.0,ZAMORA CHINCHIPE,1907.0,Centinela Del Cóndor,Salud,20700.0
2023,19.0,ZAMORA CHINCHIPE,1907.0,Centinela Del Cóndor,Otros servicios,204280.0
2023,19.0,ZAMORA CHINCHIPE,1907.0,Centinela Del Cóndor,ECONOMÍA TOTAL,18620940.0
2023,19.0,ZAMORA CHINCHIPE,1908.0,Palanda,"Agricultura, ganadería, silvicultura y pesca",854080.0
2023,19.0,ZAMORA CHINCHIPE,1908.0,Palanda,Explotación de minas y canteras,50530.0
2023,19.0,ZAMORA CHINCHIPE,1908.0,Palanda,Manufactura,33830.0
2023,19.0,ZAMORA CHINCHIPE,1908.0,Palanda,Suministro de electricidad y de agua,129370.0
2023,19.0,ZAMORA CHINCHIPE,1908.0,Palanda,Construcción,800250.0
2023,19.0,ZAMORA CHINCHIPE,1908.0,Palanda,Comercio,1508030.0
2023,19.0,ZAMORA CHINCHIPE,1908.0,Palanda,"Transporte, información y comunicaciones",194050.0
2023,19.0,ZAMORA CHINCHIPE,1908.0,Palanda,Alojamiento y servicios de comida,11750.0
2023,19.0,ZAMORA CHINCHIPE,1908.0,Palanda,Actividades financieras,527010.0
2023,19.0,ZAMORA CHINCHIPE,1908.0,Palanda,Actividades profesionales e inmobiliarias,1493380.0
2023,19.0,ZAMORA CHINCHIPE,1908.0,Palanda,Administración pública,12285980.0
2023,19.0,ZAMORA CHINCHIPE,1908.0,Palanda,Enseñanza,2169080.0
2023,19.0,ZAMORA CHINCHIPE,1908.0,Palanda,Salud,74520.0
2023,19.0,ZAMORA CHINCHIPE,1908.0,Palanda,Otros servicios,108010.0
2023,19.0,ZAMORA CHINCHIPE,1908.0,Palanda,ECONOMÍA TOTAL,20239870.0
2023,19.0,ZAMORA CHINCHIPE,1909.0,Paquisha,"Agricultura, ganadería, silvicultura y pesca",197260.0
2023,19.0,ZAMORA CHINCHIPE,1909.0,Paquisha,Explotación de minas y canteras,1495730.0
2023,19.0,ZAMORA CHINCHIPE,1909.0,Paquisha,Manufactura,18360.0
2023,19.0,ZAMORA CHINCHIPE,1909.0,Paquisha,Suministro de electricidad y de agua,212860.0
2023,19.0,ZAMORA CHINCHIPE,1909.0,Paquisha,Construcción,441880.0
2023,19.0,ZAMORA CHINCHIPE,1909.0,Paquisha,Comercio,786130.0
2023,19.0,ZAMORA CHINCHIPE,1909.0,Paquisha,"Transporte, información y comunicaciones",543840.0
2023,19.0,ZAMORA CHINCHIPE,1909.0,Paquisha,Alojamiento y servicios de comida,15110.0
